"Year","No","Title","Artist","trackid","spotifyartist","Acousticness"
1989,"16","""Girl I'm Gonna Miss You""","Milli Vanilli","1ffAMndLMFbKHpXuIDBwc1","Milli Vanilli",0.0998
1989,"17","""The Look""","Roxette","0ZfM5XfJTtFPhOxAERRnNY","Roxette",0.0531
1989,"18","""She Drives Me Crazy""","Fine Young Cannibals","2BPfKiV9U0CR1dpUgeUwuH","Fine Young Cannibals",0.193
1989,"19","""On Our Own""","Bobby Brown","4dOXBS6SoIVYSELiRy0zaW","New Edition",0.00784
1989,"20","""Two Hearts""","Phil Collins","0vDSWxRlWN0LWsSQdGIPuE","Phil Collins",0.297
1989,"21","""Blame It on the Rain""","Milli Vanilli","2dPpQv8sCPeEaA4oz7ZjQC","Milli Vanilli",0.00328
1989,"22","""Listen to Your Heart""","Roxette","78TnMTAFmWUWWCgNXR7D3K","Roxette",0.108
1989,"23","""I'll Be There for You""","Bon Jovi","07HqIg8BnB1lJElnw2ZiSR","Bon Jovi",0.0529
1989,"24","""If You Don't Know Me by Now""","Simply Red","7DFawVSjI88xR9mjnWwURg","Simply Red",0.492
1989,"25","""Like a Prayer""","Madonna","1z3ugFmUKoCzGsI6jdY4Ci","Madonna",0.264
1989,"26","""I'll Be Loving You (Forever)""","New Kids on the Block","1cy5US2dffz6QGBAIzOGkq","New Kids On The Block",0.282
1989,"27","""How Can I Fall?""","Breathe","62oGUBJQGPa3emMGMejBhm","Breathe",0.397
1989,"28","""Baby Don't Forget My Number""","Milli Vanilli","3ccqdzeTv7lCTtnJy78nIN","Milli Vanilli",0.00714
1989,"29","""Toy Soldiers""","Martika","6YHpaawV0C88rwt2bQE6jV","Martika",0.416
1989,"30","""Forever Your Girl""","Paula Abdul",NA,NA,NA
1989,"31","""The Living Years""","Mike + The Mechanics","7tJnjRY2js0yXtNUWE4fgF","Mike & The Mechanics",0.58
1989,"32","""Eternal Flame""","The Bangles","5MoDQWMDMaAGDEiWsJfeCi","The Bangles",0.525
1989,"33","""Wild Thing""","Tone Lōc",NA,NA,NA
1989,"34","""When I See You Smile""","Bad English","0tKjVEJlX3IZ5L1rEJc5hh","Bad English",0.42
1989,"35","""If I Could Turn Back Time""","Cher","6mYrhCAGWzTdF8QnKuchXM","Cher",0.244
1989,"36","""Buffalo Stance""","Neneh Cherry","7xC95fmjDmW9MS8Cb71Vvp","Various Artists",0.0077
1989,"37","""When I'm with You""","Sheriff","3RJof5CojqlbgZ5adHw50O","Sheriff",0.274
1989,"38","""Don't Rush Me""","Taylor Dayne","5X8ZkhKG2rcOIS6NTomv0O","Taylor Dayne",0.398
1989,"39","""Born to Be My Baby""","Bon Jovi","50ZpPgU81payZxI2H7QXNM","Bon Jovi",0.0092
1989,"40","""Good Thing""","Fine Young Cannibals","76ZnyGfjQZSM8GPfR7OqiJ","Fine Young Cannibals",0.0708
1989,"41","""The Lover in Me""","Sheena Easton","6pvIzUyq2yxvIEIK8i6hRs","Sheena Easton",0.0251
1989,"42","""Bust a Move""","Young MC","3IeCYkdKI55mNMl2o4vX0k","Young MC",0.0449
1989,"43","""Once Bitten, Twice Shy""","Great White","7pkWZL0kA26s754CwyK0SH","Great White",0.028
1989,"44","""Batdance""","Prince","4DbUk1qwcz9KKcUY4t8f8u","Prince",0.168
1989,"45","""Rock On""","Michael Damian","6e3O5XkMEhMAatdKnOlZPh","Michael Damian",0.0315
1989,"46","""Real Love""","Jody Watley","2yyQLWgpUZEFisUkKzHsdT","Jody Watley",0.00385
1989,"47","""Love Shack""","The B-52's","4W4wYHtsrgDiivRASVOINL","The B-52's",0.0325
1989,"48","""Every Little Step""","Bobby Brown",NA,NA,NA
1989,"49","""Hangin' Tough""","New Kids on the Block","16flEBCtUF67V5yO0GxYWn","New Kids On The Block",0.12
1989,"50","""My Heart Can't Tell You No""","Rod Stewart","4xMowrttaSDNklSdKGVuwC","Young Sexy Turks",0.217
1989,"51","""So Alive""","Love and Rockets","6amZm52SfS7d6oCEu9NDMl","Love and Rockets",0.00545
1989,"52","""You Got It (The Right Stuff)""","New Kids on the Block","2BEL2ySEBDO02FLo3lOIZT","New Kids On The Block",0.00637
1989,"53","""Armageddon It""","Def Leppard","3so3tyos0NLZW0pGhzWQP9","Def Leppard",0.00014
1989,"54","""Satisfied""","Richard Marx","4V87hYB94wu8DFtd901riK","Richard Marx",0.0717
1989,"55","""Express Yourself""","Madonna","6ioBgySxoeQKALvAeLEmId","Madonna",0.0108
1989,"56","""I Like It""","Dino","1UHXwhhhyyikWEa3h79sNF","Dino",0.0032
1989,"57","""Soldier of Love""","Donny Osmond","1I0HPyA358wezY1aCpuLBS","Donny Osmond",0.0517
1989,"58","""Sowing the Seeds of Love""","Tears for Fears","5bEr0tYW6xvT73OiKVcEgq","Tears For Fears",0.0114
1989,"59","""Cherish""","Madonna","7BLKBIoijWCkDyOATEr5vW","Madonna",0.289
1989,"60","""When the Children Cry""","White Lion",NA,NA,NA
1989,"61","""18 and Life""","Skid Row","0qgrrDnUUhyxpxbBznUnzg","Skid Row",0.00083
1989,"62","""I Don't Want Your Love""","Duran Duran","4XlMPyTNmxbVfFfOd85SKz","Duran Duran",0.0645
1989,"63","""Second Chance""","38 Special","0RAn8LOs5QVMLy2xH30bUj","38 Special",0.177
1989,"64","""The Way You Love Me""","Karyn White","1TtJkmAW9Rc55iVOPgZ33z","Karyn White",0.0712
1989,"65","""Funky Cold Medina""","Tone Lōc",NA,NA,NA
1989,"66","""In Your Room""","The Bangles","0jsfrgsAk65LbxfrrSPnm5","The Bangles",0.0117
1989,"67","""Miss You Like Crazy""","Natalie Cole","1QKyTgl3CT6iqBAmAKham7","Natalie Cole",0.633
1989,"68","""Lovesong""","The Cure","0X5C4WjQNubRysTkHOubz3","The Cure",0.339
1989,"69","""Secret Rendezvous""","Karyn White","4aYOQDyN2wTOlt2mRQ6zef","Karyn White",0.0503
1989,"70","""Angel Eyes""","The Jeff Healey Band","3gDtrR0W8CmkyS6mweesSS","The Jeff Healey Band",0.355
1989,"71","""Patience""","Guns N' Roses","2uKcU4FPX5eOjmd6RWb9OF","Guns N' Roses",0.736
1989,"72","""Walk on Water""","Eddie Money","3MrWnFHZd9uZiVXwoZOxqd","Eddie Money",0.26
1989,"73","""Cover Girl""","New Kids on the Block","2ClgU5UrQh74mRKusY4Mts","New Kids On The Block",0.086
1989,"74","""Welcome to the Jungle""","Guns N' Roses","5NIPsWpDjJTFBoPxCUUeXp","Guns N' Roses",0.0326
1989,"75","""Shower Me With Your Love""","Surface","0YL8rCxASTV9uBE9Sur0Ag","Surface",0.523
1989,"76","""Stand""","R.E.M.","22UhQSbYimuCnvI0Y07gFX","R.E.M.",0.432
1989,"77","""Close My Eyes Forever""","Lita Ford and Ozzy Osbourne","6JYU4r8D2EwW4eP7ZeUGPa","Lita Ford",0.304
1989,"78","""All This Time""","Tiffany","6kaH3id4glNuxGXP0iQQdR","Tiffany",0.275
1989,"79","""After All""","Cher and Peter Cetera","3fKCzCZdhVIkMfuvuSqzEd","Musical Creations Karaoke",0.416
1989,"80","""Roni""","Bobby Brown","6mdNRnbiVerwM8kGCS1KwD","Bobby Brown",0.0115
1989,"81","""Love in an Elevator""","Aerosmith","1nZ2TI2hNPGDYyesyaaASn","Aerosmith",0.0241
1989,"82","""Lay Your Hands on Me""","Bon Jovi","1P1QNBZVSPXXJok2vPVZof","Bon Jovi",0.195
1989,"83","""The Promise""","When in Rome","48p5E25cFPanxuwCTmTpuL","When In Rome",0.0864
1989,"84","""What I Am""","Edie Brickell & New Bohemians","6hHUiDe461VUoTHnsplRYs","Edie Brickell & New Bohemians",0.656
1989,"85","""I Remember Holding You""","Boys Club",NA,NA,NA
1989,"86","""Paradise City""","Guns N' Roses","5Q41NLTmGbVPozwHKK7bk2","Guns N' Roses",0.0214
1989,"87","""I Wanna Have Some Fun""","Samantha Fox","2MLtib2ulZ6eeu4zTToYr7","Samantha Fox",0.00742
1989,"88","""She Wants to Dance with Me""","Rick Astley","40RrsR16maAWMtBX6iav7d","Rick Astley",0.0873
1989,"89","""Dreamin'""","Vanessa Williams","0l7wDoxzSKOzimi6tTWey7","Vanessa Williams",0.145
1989,"90","""It's No Crime""","Babyface","2zFqQ0xLiMHOVUuV5zw9Gq","Babyface",0.0608
1989,"91","""Poison""","Alice Cooper","5XcZRgJv3zMhTqCyESjQrF","Alice Cooper",0.0327
1989,"92","""This Time I Know It's for Real""","Donna Summer","47XPUkAsZjZ96UzaYO7sEC","Donna Summer",0.00812
1989,"93","""Smooth Criminal""","Michael Jackson",NA,NA,NA
1989,"94","""Heaven Help Me""","Deon Estus","4ihqSCopukVi1gqDseWiLb","Deon Estus",0.496
1989,"95","""Rock Wit'cha""","Bobby Brown","7BVMXNnQSswMX8IJeZUb5T","Bobby Brown",0.0335
1989,"96","""Thinking of You""","Sa-Fire",NA,NA,NA
1989,"97","""What You Don't Know""","Exposé",NA,NA,NA
1989,"98","""Surrender To Me""","Ann Wilson and Robin Zander","6YxoWJzKYpxyzVeKRqjOx6","Ameritz Countdown Karaoke",0.204
1989,"99","""The End of the Innocence""","Don Henley","3NWcFiL6oCEagrFiTdDr1m","Don Henley",0.365
1989,"100","""Keep on Movin'""","Soul II Soul","4NMtuxWfOPR6yNjAX0AWrR","Soul II Soul",0.0305
1990,"1","""Hold On""","Wilson Phillips","4VZDv8sASBS8UruUBGTFdk","Wilson Phillips",0.4
1990,"2","""It Must Have Been Love""","Roxette","6qB7YcFpeBEQa0D6QO482y","Roxette",0.34
1990,"3","""Nothing Compares 2 U""","Sinéad O'Connor",NA,NA,NA
1990,"4","""Poison""","Bell Biv DeVoe","6m59VvDUi0UQsB2eZ9wVbH","Bell Biv DeVoe",0.00216
1990,"5","""Vogue""","Madonna","27QvYgBk0CHOVHthWnkuWt","Madonna",0.00379
1990,"6","""Vision of Love""","Mariah Carey","0gLQ6jhJsyYfl7PrD1RZ7X","Mariah Carey",0.442
1990,"7","""Another Day in Paradise""","Phil Collins","1NCuYqMc8hKMb4cpNTcJbD","Phil Collins",0.736
1990,"8","""Hold On""","En Vogue","3ZqjDpr3qCZnZBPcd0Hpj2","En Vogue",0.0865
1990,"9","""Cradle of Love""","Billy Idol","5TSANSqPTD6nBG0NSJWmVB","Billy Idol",0.0147
1990,"10","""Blaze of Glory""","Jon Bon Jovi","1sUTfgduT0WIQO8kXKXxLC","Jon Bon Jovi",0.0598
1990,"11","""Do Me!""","Bell Biv DeVoe","3an1aoJKoBXJKoIfdDbVwf","Bell Biv DeVoe",0.15
1990,"12","""How Am I Supposed to Live Without You""","Michael Bolton","71LQeNIJcnZeOSYgz4reoF","Michael Bolton",0.139
1990,"13","""Pump Up the Jam""","Technotronic featuring Felly",NA,NA,NA
1990,"14","""Opposites Attract""","Paula Abdul and The Wild Pair",NA,NA,NA
1990,"15","""Escapade""","Janet Jackson","5HAv1Ckfe50DUjv8ghwTrz","Janet Jackson",0.0264
1990,"16","""All I Wanna Do Is Make Love to You""","Heart","5YjKdeES9QRJ8NmF4Xc8pV","Heart",0.16
1990,"17","""Close to You""","Maxi Priest","680kMGV6szhTiZbHRr3vLi","Maxi Priest",0.0105
1990,"18","""Black Velvet""","Alannah Myles","1KU5EHSz04JhGg3rReGJ0N","Alannah Myles",0.273
1990,"19","""Release Me""","Wilson Phillips","1rIy3lkFJnMsTLZpxFmYU8","Wilson Phillips",0.448
1990,"20","""Don't Know Much""","Linda Ronstadt and Aaron Neville","38I0z6FhSW6xailUkpAyZp","Players Since Creation",0.923
1990,"21","""All Around the World""","Lisa Stansfield","4oDE2kdP0JksBFuvMNZYyS","Lisa Stansfield",0.552
1990,"22","""I Wanna Be Rich""","Calloway","7bsjiN3YzvnxtsWLMuPvur","Calloway",0.00533
1990,"23","""Rub You the Right Way""","Johnny Gill","40xz60ciGIpsRtDqRfPKBE","Johnny Gill",0.0216
1990,"24","""She Ain't Worth It""","Glenn Medeiros and Bobby Brown","4piMJJ9AxH8HNYvRyK8w7a","A* Karaoke Jukebox",0.000427
1990,"25","""If Wishes Came True""","Sweet Sensation","5gAdATsfINRIljv4LbrKX2","Sweet Sensation",0.0944
1990,"26","""The Power""","Snap!","5iEDwEp82uLN3X6llJdqen","SNAP!",0.251
1990,"27","""(Can't Live Without Your) Love and Affection""","Nelson","3JjY2L2bqql54j1SjnjQ23","Nelson",0.0354
1990,"28","""Love Will Lead You Back""","Taylor Dayne","4CyvKTtdLUiKAYnmMMPNIl","Taylor Dayne",0.213
1990,"29","""Don't Wanna Fall in Love""","Jane Child","6eozUVzr02EXMji1vuxgiP","Jane Child",0.0152
1990,"30","""Two to Make It Right""","Seduction","6GS6uE1vDmtzxO8GztAR2O","Seduction",0.216
1990,"31","""Sending All My Love""","Linear","6zNPPFFrxmhpTQejOn1Wm1","Linear",0.000407
1990,"32","""Unskinny Bop""","Poison","1Z6lKdYhwp8WYoBqGCKxlM","Poison",0.0657
1990,"33","""Step by Step""","New Kids on the Block","6J6RWKCPN5RFKHUKEUFjxS","New Kids On The Block",0.0274
1990,"34","""Dangerous""","Roxette","756YOXmKh2iUnx33nAdfPf","Roxette",0.0485
1990,"35","""We Didn't Start the Fire""","Billy Joel","3Cx4yrFaX8CeHwBMReOWXI","Billy Joel",0.0771
1990,"36","""I Don't Have the Heart""","James Ingram","5In7xBveNACCRX2uWNoPuW","James Ingram",0.658
1990,"37","""Downtown Train""","Rod Stewart","0c639r11FQKDFMmGfTRqOU","Rod Stewart",0.0973
1990,"38","""Rhythm Nation""","Janet Jackson","4nTYxxF8iWBq54LO3dBUie","Janet Jackson",0.0566
1990,"39","""I'll Be Your Everything""","Tommy Page","4K0fYuC7qJx5P7Yh0Ch2zo","Tommy Page",0.338
1990,"40","""Roam""","The B-52s","5fqcIHU6DhQtFKVO5XSdQs","The B-52's",0.0447
1990,"41","""Everything""","Jody Watley","6Bv2bQvYZDJLVlMPbmuFQm","Jody Watley",0.347
1990,"42","""Back to Life (However Do You Want Me)""","Soul II Soul featuring Caron Wheeler",NA,NA,NA
1990,"43","""Here and Now""","Luther Vandross","1k2AyzI8PYSIASKaMK5CFp","Luther Vandross",0.531
1990,"44","""Alright""","Janet Jackson","2GHkACm48ILzrwW6NoWsnL","Janet Jackson",0.00581
1990,"45","""Ice Ice Baby""","Vanilla Ice","3XVozq1aeqsJwpXrEZrDJ9","Vanilla Ice",0.0023
1990,"46","""Blame It on the Rain""","Milli Vanilli","2dPpQv8sCPeEaA4oz7ZjQC","Milli Vanilli",0.00328
1990,"47","""Have You Seen Her""","MC Hammer","2lvk6CUSHz4j8huQ25gH54","MC Hammer",0.207
1990,"48","""With Every Beat of My Heart""","Taylor Dayne","75EWMglG5w7sNFnRpRTAHV","Taylor Dayne",0.0696
1990,"49","""Come Back to Me""","Janet Jackson","0NSSqYISjnav81CEn6EgBY","Janet Jackson",0.615
1990,"50","""No More Lies""","Michel'le","1Oz5bcZyzhiaEa3F06EiPY","Michel'le",0.15
1990,"51","""Praying for Time""","George Michael","3X94UU9WQAiaw6A2NELO1a","George Michael",0.061
1990,"52","""How Can We Be Lovers""","Michael Bolton","1VoiDWjhGwHHvqZvh5q1Hw","Michael Bolton",0.0892
1990,"53","""Do You Remember""","Phil Collins","6C4BcBBnlNG0bwfZyeKSti","Phil Collins",0.117
1990,"54","""Ready or Not""","After 7","6AgDFWLbbAt2migXMbrhXT","After 7",0.0966
1990,"55","""U Can't Touch This""","MC Hammer","1B75hgRqe7A4fwee3g3Wmu","MC Hammer",0.00456
1990,"56","""I Wish It Would Rain Down""","Phil Collins","4F2t297QK40XFcIHqkmLHs","Phil Collins",0.292
1990,"57","""Just Between You and Me""","Lou Gramm","1fMvhGvNGrumP5MKKDf61e","Lou Gramm",0.143
1990,"58","""Something Happened on the Way to Heaven""","Phil Collins","4ziqqoW1o3P5EhNqK6CPb1","Phil Collins",0.184
1990,"59","""Black Cat""","Janet Jackson","4tYpYYoOI7WDxbCnPninwE","Janet Jackson",0.131
1990,"60","""Can't Stop""","After 7","1TYt5etb427hvOod3EKJA5","After 7",0.245
1990,"61","""Janie's Got a Gun""","Aerosmith","5fMwvrqujbQjUxcNPcYrUF","Aerosmith",0.0557
1990,"62","""The Humpty Dance""","Digital Underground","4WxQGUmWBRNovxlF2g8Xdv","Digital Underground",0.0341
1990,"63","""I'll Be Your Shelter""","Taylor Dayne","2kESL3CtcNIxrTNCDqesPI","Taylor Dayne",0.113
1990,"64","""Free Fallin'""","Tom Petty","5tVA6TkbaAH9QMITTQRrNv","Tom Petty",0.219
1990,"65","""Giving You the Benefit""","Pebbles","2nNKXDFRz6cog1kolC3efq","Pebbles",0.134
1990,"66","""Enjoy the Silence""","Depeche Mode","1YwNlWLf8auhazSQUDQLFU","Depeche Mode",0.155
1990,"67","""Love Song""","Tesla","6wvR0jv72FM0kwg1000cq9","Tesla",0.347
1990,"68","""Price of Love""","Bad English","56y9EmjGAAejQ6QX9blIGI","Bad English",0.0201
1990,"69","""Girls Nite Out""","Tyler Collins",NA,NA,NA
1990,"70","""King of Wishful Thinking""","Go West","4UQLQJu3DNvVkMVglwElU2","Go West",0.033
1990,"71","""What Kind of Man Would I Be?""","Chicago","6XvDozCQhTvSutezyoYgB0","Chicago",0.122
1990,"72","""I Remember You""","Skid Row","4ZpXHlV2vQVfPXUvbDSZ92","Skid Row",0.00725
1990,"73","""Get Up! (Before the Night Is Over)""","Technotronic featuring Ya Kid K",NA,NA,NA
1990,"74","""Here We Are""","Gloria Estefan","4asTNYhhrp323lLp81KIKQ","Gloria Estefan",0.639
1990,"75","""Epic""","Faith No More","4ReyTz0y3TGkX48wO3Llot","Faith No More",0.0222
1990,"76","""Love Takes Time""","Mariah Carey","48l7PNpT2fBoT4cdLW6EzP","Mariah Carey",0.727
1990,"77","""Just Like Jesse James""","Cher","5JGdpqo9wrRtOZtui5GShI","Cher",0.198
1990,"78","""Love Shack""","The B-52s",NA,NA,NA
1990,"79","""All or Nothing""","Milli Vanilli","2dThEJP9S344qzNhePcSzj","Milli Vanilli",0.132
1990,"80","""Romeo""","Dino","7xez8LRby1hw2nBvse9E9e","Dino",0.0759
1990,"81","""Everybody Everybody""","Black Box","24lF0of2nbQlTYDU8i6glX","Black Box",0.00359
1990,"82","""I Go to Extremes""","Billy Joel","16LYB0chkPiblx33djiNTt","Billy Joel",0.0143
1990,"83","""Whip Appeal""","Babyface","3kSRHg7YZPSzJo8sxaBsJD","Babyface",0.304
1990,"84","""Oh Girl""","Paul Young","0YqhqbLNpfQetrwuLaVTiK","Paul Young",0.267
1990,"85","""C'mon and Get My Love""","D Mob featuring Cathy Dennis",NA,NA,NA
1990,"86","""(It's Just) The Way That You Love Me""","Paula Abdul","20CVgUfzLq778WY06SgTiN","Union Of Sound",0.706
1990,"87","""We Can't Go Wrong""","The Cover Girls","43xOqAcwcJ8s3jPwU5R8fq","The Cover Girls",0.134
1990,"88","""When I'm Back on My Feet Again""","Michael Bolton","47SOobTLWvyZpUfpmuUARJ","Michael Bolton",0.377
1990,"89","""Make You Sweat""","Keith Sweat","4L9VA69sfZKK5HAs5zP22I","Keith Sweat",0.431
1990,"90","""This One's for the Children""","New Kids on the Block","78bDGxqn2KF2VU1G3Kz6J0","New Kids On The Block",0.198
1990,"91","""What It Takes""","Aerosmith","1a6VLZ3BplAosOWmCcFDAW","Aerosmith",0.0325
1990,"92","""Forever""","Kiss","4zXOUCBRI3DcPboKXZeFu5","He Is We",0.828
1990,"93","""Jerk Out""","The Time","2QzLYgjE7zTj1lb6Wi1aPx","The Time",0.0239
1990,"94","""Just a Friend""","Biz Markie","3yNVfRQlUPViUh8O2V9SQn","Biz Markie",0.12
1990,"95","""Whole Wide World""","A'me Lorain",NA,NA,NA
1990,"96","""Without You""","Mötley Crüe",NA,NA,NA
1990,"97","""Swing the Mood""","Jive Bunny and the Mastermixers","3Aimpqxpvmz7jhJlNnEd5c","Jive Bunny and the Mastermixers",0.049
1990,"98","""Thieves in the Temple""","Prince","403oiKw757eJnbDKPSjhHV","Prince",0.0228
1990,"99","""Mentirosa""","Mellow Man Ace","3P6fS71hWhZvOnnxQojJ0Z","Mellow Man Ace",0.0678
1990,"100","""Tic-Tac-Toe""","Kyper",NA,NA,NA
1991,"1","""(Everything I Do) I Do It for You""","Bryan Adams","6eBK3edMW7bEzecF1eCezc","Bryan Adams",0.0816
1991,"2","""I Wanna Sex You Up""","Color Me Badd","3lsse1FoSHnNXc6y0jHxvd","Various Artists",0.0259
1991,"3","""Gonna Make You Sweat (Everybody Dance Now)""","C+C Music Factory","36rXHqN7D1ETFhyKXXKs4w","C & C Music Factory",0.0018
1991,"4","""Rush Rush""","Paula Abdul","015qd1I4v00JIoK7yOUgKC","Paula Abdul",0.763
1991,"5","""One More Try""","Timmy T","2drQ6wg2hdl6RDslarifh8","Timmy T",0.191
1991,"6","""Unbelievable""","EMF","2ENmkocNNewTRbuNd6WJpR","EMF",0.000341
1991,"7","""More Than Words""","Extreme","1gVgkQFOKa8Wc1HYsJtPdH","Extreme",0.468
1991,"8","""I Like the Way (The Kissing Game)""","Hi-Five",NA,NA,NA
1991,"9","""The First Time""","Surface","4iqnWPNCt4hhZ96KhjlJKq","Surface",0.215
1991,"10","""Baby Baby""","Amy Grant","4HBvh8d07aKcqrBubN0W2t","Amy Grant",0.0219
1991,"11","""Motownphilly""","Boyz II Men","4wDSLkTUIpRsn3UbCzW9wV","Boyz II Men",0.0171
1991,"12","""Because I Love You (The Postman Song)""","Stevie B","5133Vr9T5jaSNBlqSQRJDx","Stevie B",0.74
1991,"13","""Someday""","Mariah Carey","6TSM5vkz0WzyZsNAKKYDcw","Mariah Carey",0.206
1991,"14","""High Enough""","Damn Yankees","5t5rCnsgRBtcKqTB7SbD1Q","Damn Yankees",0.0241
1991,"15","""From a Distance""","Bette Midler","48eiLW57CqSmCYNZRM2J8M","Bette Midler",0.674
1991,"16","""All the Man That I Need""","Whitney Houston","07M76e7IXxYdnC1BBiJxEX","Whitney Houston",0.462
1991,"17","""Right Here, Right Now""","Jesus Jones","3fcGGP62sllcNEhuFJVYeC","Jesus Jones",0.0088
1991,"18","""I Adore Mi Amor""","Color Me Badd","05R2lE5g9hnaSmxIrUl3C0","Color Me Badd",0.243
1991,"19","""Love Will Never Do (Without You)""","Janet Jackson","1SkJ8HjZUZRPYT3R2rh5sA","Janet Jackson",0.141
1991,"20","""Good Vibrations""","Marky Mark and the Funky Bunch featuring Loleatta Holloway",NA,NA,NA
1991,"21","""Justify My Love""","Madonna","6BWRvw630R8z2vNMok6quI","Madonna",0.00244
1991,"22","""Emotions""","Mariah Carey","0cELvuwJW1acISUHYB6suj","Mariah Carey",0.0411
1991,"23","""Joyride""","Roxette","3Skwc4sh1QHUGcWrFBFWSF","Roxette",0.0862
1991,"24","""Romantic""","Karyn White","1eDCizNe4EQMj7okkjIeXo","Karyn White",0.484
1991,"25","""Hold You Tight""","Tara Kemp","0otWaD7P1jqYsb0qSHNo6J","Tara Kemp",0.0545
1991,"26","""I Don't Wanna Cry""","Mariah Carey","1hFtJ5rV3aAm58ErijHdFO","Mariah Carey",0.197
1991,"27","""You're in Love""","Wilson Phillips","5KNbCF0FpIWuPE8x6bhGgw","Wilson Phillips",0.319
1991,"28","""Every Heartbeat""","Amy Grant","55lX3vm1G35mUpawXHK5Te","Amy Grant",0.288
1991,"29","""Sensitivity""","Ralph Tresvant","3lRgzwd3g1TewI4zjgbh9V","Ralph Tresvant",0.142
1991,"30","""Touch Me (All Night Long)""","Cathy Dennis","4M47py84j3Fvm8F2llipkK","Cathy Dennis",0.00107
1991,"31","""I've Been Thinking About You""","Londonbeat","3k19avXHrwsygkkXfUhp0z","Various Artists",0.0432
1991,"32","""Do Anything""","Natural Selection",NA,NA,NA
1991,"33","""Losing My Religion""","R.E.M.","31AOj9sFz2gM0O3hMARRBx","R.E.M.",0.163
1991,"34","""Coming Out of the Dark""","Gloria Estefan","5x9MJycRilBm2SNavzt9yF","Gloria Estefan",0.65
1991,"35","""It Ain't Over 'til It's Over""","Lenny Kravitz","6VnpKLtfNH4Dk09YSGPSyR","Lenny Kravitz",0.422
1991,"36","""Here We Go""","C+C Music Factory","0whwYFXgGNg14O8hdHguzV","C & C Music Factory",0.0168
1991,"37","""Where Does My Heart Beat Now""","Celine Dion","6pONsBNsDdUc4wYqsDYPo0","Céline Dion",0.691
1991,"38","""Summertime""","DJ Jazzy Jeff & The Fresh Prince","5cFcWAWIcnV38t4YCWQiZZ","DJ Jazzy Jeff & The Fresh Prince",0.00328
1991,"39","""Wind of Change""","Scorpions","3ovjw5HZZv43SxTwApooCM","Scorpions",0.371
1991,"40","""P.A.S.S.I.O.N.""","Rythm Syndicate",NA,NA,NA
1991,"41","""The Promise of a New Day""","Paula Abdul","5m8xVZhlM7E2mL9uuxZpF6","Paula Abdul",0.0911
1991,"42","""I'm Your Baby Tonight""","Whitney Houston","0qilV2pyNYLPryWllKwAIL","Whitney Houston",0.317
1991,"43","""Love of a Lifetime""","FireHouse","2kDH08boXJyhKMl5hnZbrE","Firehouse",0.000229
1991,"44","""Fading Like a Flower (Every Time You Leave)""","Roxette","04HCXwpgp4zrBgUJZzgjMP","Mega Tracks Karaoke Band",0.522
1991,"45","""This House""","Tracie Spencer","10JIQ4VbdRMlqvSJGvi7El","Tracie Spencer",0.0303
1991,"46","""Hole Hearted""","Extreme","1cItNpcJskTVETprljc7HV","Extreme",0.198
1991,"47","""Power of Love/Love Power""","Luther Vandross",NA,NA,NA
1991,"48","""Impulsive""","Wilson Phillips","2lxfnTyWxW381PXDm9Mg77","Wilson Phillips",0.171
1991,"49","""Love Is a Wonderful Thing""","Michael Bolton","2LCIRBYUBMFy9hL81qthi1","Michael Bolton",0.00812
1991,"50","""Rhythm of My Heart""","Rod Stewart","0fLgxhfATkNRJGca4rCu9X","Rod Stewart",0.1
1991,"51","""Things That Make You Go Hmmm...""","C+C Music Factory","0MHY3vecgEwJhB7LtDGuZo","Ameritz Digital Karaoke",0.00281
1991,"52","""I Touch Myself""","Divinyls","6oNvmplQGUkmAh441Teows","Divinyls",0.181
1991,"53","""Tom's Diner""","DNA featuring Suzanne Vega",NA,NA,NA
1991,"54","""Iesha""","Another Bad Creation","6wqqfVsedLcg6JEQFvMovB","Various Artists",0.0129
1991,"55","""Something to Talk About""","Bonnie Raitt","6Ceejf3zBXvAhIY9DbP1Pr","Bonnie Raitt",0.0631
1991,"56","""After the Rain""","Nelson","3VWGHiQO7fArciqoKB2DSx","Nelson",0.0163
1991,"57","""Play That Funky Music""","Vanilla Ice","1Ezs8eYxuZjhlgyoI1Bo76","Vanilla Ice",0.000928
1991,"58","""Temptation""","Corina","6WCJyL4KetAqEZYhRq5S3f","Corina",0.000274
1991,"59","""Can't Stop This Thing We Started""","Bryan Adams","6O83X8zjAETDfBkHYvpWcA","Bryan Adams",0.034
1991,"60","""I Can't Wait Another Minute""","Hi-Five",NA,NA,NA
1991,"61","""3 a.m. Eternal""","The KLF","4EO7E6OTT3FvYt8ORWLuSH","Various Artists",0.000978
1991,"62","""Time, Love and Tenderness""","Michael Bolton","3ascnOSOR5MX901ylGuhcl","Michael Bolton",0.2
1991,"63","""Sadeness (Part I)""","Enigma","3n2dV8PXv1bs8KP31UhbVj","Enigma",0.162
1991,"64","""Around the Way Girl""","LL Cool J","6jL1SnyXcXiKOmw4M2RnmT","LL Cool J",0.00268
1991,"65","""I'll Be There""","The Escape Club","3zX2ZUPo0M8EULGmYJ87C6","The Escape Club",0.383
1991,"66","""Cream""","Prince and The New Power Generation","5vz2J2kP3vV7mZE9UxnFcG","Prince",0.0974
1991,"67","""Now That We Found Love""","Heavy D & the Boyz","1KONmY3enP3r3nIPQidWAy","Heavy D & The Boyz",0.039
